,Humidity,Temperature,Steps,Stress
997,20.41,89.41,107,1
998,17.16,86.16,79,1
999,24.69,93.69,166,2
1000,15.09,84.09,54,1
1001,10.62,79.62,62,0
1002,20.14,89.14,118,1
1003,15.55,84.55,9,1
1004,18.03,87.03,75,1
1005,19.83,88.83,125,1
1006,24.6,93.6,157,2
1007,26.62,95.62,146,2
1008,15.4,84.4,85,1
1009,26.75,95.75,159,2
1010,17.45,86.45,17,1
1011,26.18,95.18,173,2
1012,19.42,88.42,122,1
1013,24.99,93.99,196,2
1014,22.85,91.85,123,1
1015,27.4,96.4,153,2
1016,26.45,95.45,200,2
1017,10.22,79.22,22,0
1018,27.72,96.72,185,2
1019,12.43,81.43,61,0
1020,23.57,92.57,196,2
1021,19.47,88.47,127,1
1022,12.36,81.36,54,0
1023,26.56,95.56,140,2
1024,21.03,90.03,93,1
1025,19.64,88.64,106,1
1026,18.75,87.75,56,1
1027,11.74,80.74,83,0
1028,15.5,84.5,4,1
1029,29.93,98.93,193,2
1030,14.01,83.01,37,0
1031,12.04,81.04,22,0
1032,13.34,82.34,61,0
1033,10.32,79.32,32,0
1034,28.03,97.03,145,2
1035,29.59,98.59,159,2
1036,15.04,84.04,49,1
1037,20.01,89.01,105,1
1038,15.38,84.38,83,1
1039,18.76,87.76,57,1
1040,22.91,91.91,130,2
1041,14.32,83.32,68,0
1042,23.49,92.49,188,2
1043,10.26,79.26,26,0
1044,27.97,96.97,139,2
1045,14.41,83.41,77,0
1046,11.73,80.73,82,0
1047,16.23,85.23,77,1
1048,25.35,94.35,161,2
1049,23.83,92.83,151,2
1050,11.91,80.91,9,0
1051,14.17,83.17,53,0
1052,27.9,96.9,132,2
1053,22.92,91.92,131,2
1054,28.81,97.81,152,2
1055,16.74,85.74,37,1
1056,18.1,87.1,82,1
1057,22.24,91.24,100,1
1058,23.85,92.85,153,2
1059,28.54,97.54,196,2
1060,20.77,89.77,105,1
1061,25.55,94.55,181,2
1062,14.33,83.33,69,0
1063,24.45,93.45,142,2
1064,24.19,93.19,187,2
1065,19.25,88.25,105,1
1066,28.42,97.42,184,2
1067,22.27,91.27,103,1
1068,12.78,81.78,5,0
1069,27.58,96.58,171,2
1070,18.17,87.17,89,1
1071,17.19,86.19,82,1
1072,29.03,98.03,174,2
1073,18.51,87.51,32,1
1074,28.83,97.83,154,2
1075,13.2,82.2,47,0
1076,22.96,91.96,135,2
1077,15.52,84.52,6,1
1078,16.13,85.13,67,1
1079,18.44,87.44,25,1
1080,11.41,80.41,50,0
1081,12.73,81.73,0,0
1082,19.96,88.96,100,1
1083,29.97,98.97,197,2
1084,14.55,83.55,0,0
1085,25.85,94.85,140,2
1086,15.45,84.45,90,1
1087,20.92,89.92,120,1
1088,19.13,88.13,93,1
1089,12.35,81.35,53,0
1090,16.78,85.78,41,1
1091,26.66,95.66,150,2
1092,23.19,92.19,158,2
1093,18.39,87.39,20,1
1094,24.74,93.74,171,2
1095,11.04,80.04,13,0
1096,27.05,96.05,189,2
1097,16.51,85.51,14,1
1098,29.31,98.31,131,2
1099,19.35,88.35,115,1
1100,18.57,87.57,38,1
1101,17.73,86.73,45,1
1102,13.35,82.35,62,0
1103,16.86,85.86,49,1
1104,22.5,91.5,126,1
1105,26.94,95.94,178,2
1106,21.76,90.76,128,1
1107,10.56,79.56,56,0
1108,28.24,97.24,166,2
1109,12.82,81.82,9,0
1110,19.15,88.15,95,1
1111,28.39,97.39,181,2
1112,21.9,90.9,104,1
1113,23.48,92.48,187,2
1114,27.34,96.34,147,2
1115,24.71,93.71,168,2
1116,13.47,82.47,74,0
1117,25.03,94.03,200,2
1118,29.7,98.7,170,2
1119,19.9,88.9,94,1
1120,26.9,95.9,174,2
1121,17.92,86.92,64,1
1122,13.25,82.25,52,0
1123,24.12,93.12,180,2
1124,10.55,79.55,55,0
1125,15.31,84.31,76,1
1126,12.92,81.92,19,0
1127,27.67,96.67,180,2
1128,13.6,82.6,87,0
1129,17.4,86.4,12,1
1130,10.73,79.73,73,0
1131,12.97,81.97,24,0
1132,16.19,85.19,73,1
1133,17.05,86.05,68,1
1134,14.85,83.85,30,0
1135,23.76,92.76,144,2
1136,17.02,86.02,65,1
1137,26.17,95.17,172,2
1138,22.58,91.58,104,1
1139,18.99,87.99,80,1
1140,15.18,84.18,63,1
1141,16.07,85.07,61,1
1142,22.46,91.46,122,1
1143,21.35,90.35,125,1
1144,13.4,82.4,67,0
1145,17.91,86.91,63,1
1146,23.62,92.62,130,2
1147,28.47,97.47,189,2
1148,16.8,85.8,43,1
1149,14.08,83.08,44,0
1150,26.93,95.93,177,2
1151,26.72,95.72,156,2
1152,22.25,91.25,101,1
1153,27.06,96.06,190,2
1154,29.4,98.4,140,2
1155,22.97,91.97,136,2
1156,14.29,83.29,65,0
1157,29.27,98.27,198,2
1158,23.04,92.04,143,2
1159,11.01,80.01,10,0
1160,21.44,90.44,96,1
1161,13.01,82.01,28,0
1162,15.13,84.13,58,1
1163,21.02,90.02,92,1
1164,20.21,89.21,125,1
1165,16.35,85.35,89,1
1166,27.31,96.31,144,2
1167,13.42,82.42,69,0
1168,15.0,84.0,45,0
1169,16.91,85.91,54,1
1170,14.97,83.97,42,0
1171,20.79,89.79,107,1
1172,21.65,90.65,117,1
1173,24.42,93.42,139,2
1174,19.27,88.27,107,1
1175,16.66,85.66,29,1
1176,15.29,84.29,74,1
1177,17.9,86.9,62,1
1178,29.67,98.67,167,2
1179,14.69,83.69,14,0
1180,14.26,83.26,62,0
1181,22.01,91.01,115,1
1182,25.71,94.71,197,2
1183,23.7,92.7,138,2
1184,12.88,81.88,15,0
1185,25.88,94.88,143,2
1186,19.59,88.59,101,1
1187,12.85,81.85,12,0
1188,10.64,79.64,64,0
1189,26.01,95.01,156,2
1190,20.37,89.37,103,1
1191,19.7,88.7,112,1
1192,15.94,84.94,48,1
1193,22.86,91.86,124,1
1194,27.2,96.2,133,2
1195,19.73,88.73,115,1
1196,12.28,81.28,46,0
1197,24.22,93.22,190,2
1198,23.1,92.1,149,2
1199,21.7,90.7,122,1
1200,19.33,88.33,113,1
1201,11.7,80.7,79,0
1202,22.45,91.45,121,1
1203,19.53,88.53,95,1
1204,16.08,85.08,62,1
1205,22.95,91.95,134,2
1206,10.59,79.59,59,0
1207,13.32,82.32,59,0
1208,12.08,81.08,26,0
1209,24.77,93.77,174,2
1210,18.98,87.98,79,1
1211,23.0,92.0,139,2
1212,24.86,93.86,183,2
1213,22.21,91.21,97,1
1214,15.26,84.26,71,1
1215,25.28,94.28,154,2
1216,17.86,86.86,58,1
1217,28.02,97.02,144,2
1218,29.62,98.62,162,2
1219,19.41,88.41,121,1
1220,16.06,85.06,60,1
1221,23.81,92.81,149,2
1222,10.93,79.93,2,0
1223,25.68,94.68,194,2
1224,16.55,85.55,18,1
1225,19.49,88.49,129,1
1226,10.8,79.8,80,0
1227,25.15,94.15,141,2
1228,15.58,84.58,12,1
1229,29.55,98.55,155,2
1230,12.31,81.31,49,0
1231,10.58,79.58,58,0
1232,23.35,92.35,174,2
1233,15.82,84.82,36,1
1234,27.1,96.1,194,2
1235,13.68,82.68,4,0
1236,11.6,80.6,69,0
1237,26.76,95.76,160,2
1238,25.31,94.31,157,2
1239,23.42,92.42,181,2
1240,13.09,82.09,36,0
1241,18.43,87.43,24,1
1242,26.31,95.31,186,2
1243,16.21,85.21,75,1
1244,11.51,80.51,60,0
1245,12.52,81.52,70,0
1246,25.69,94.69,195,2
1247,19.38,88.38,118,1
1248,22.9,91.9,128,1
1249,13.43,82.43,70,0
1250,10.38,79.38,38,0
1251,25.67,94.67,193,2
1252,10.15,79.15,15,0
1253,12.98,81.98,25,0
1254,20.02,89.02,106,1
1255,19.23,88.23,103,1
1256,15.15,84.15,60,1
1257,20.19,89.19,123,1
1258,10.91,79.91,0,0
1259,12.3,81.3,48,0
1260,11.39,80.39,48,0
1261,19.61,88.61,103,1
1262,18.26,87.26,7,1
1263,27.52,96.52,165,2
1264,11.75,80.75,84,0
1265,27.47,96.47,160,2
1266,19.54,88.54,96,1
1267,26.41,95.41,196,2
1268,23.65,92.65,133,2
1269,17.59,86.59,31,1
1270,20.83,89.83,111,1
1271,29.1,98.1,181,2
1272,29.22,98.22,193,2
1273,14.91,83.91,36,0
1274,23.97,92.97,165,2
1275,16.1,85.1,64,1
1276,20.57,89.57,123,1
1277,18.56,87.56,37,1
1278,24.38,93.38,135,2
1279,24.56,93.56,153,2
1280,17.14,86.14,77,1
1281,23.4,92.4,179,2
1282,22.78,91.78,124,1
1283,27.56,96.56,169,2
1284,11.47,80.47,56,0
1285,15.6,84.6,14,1
1286,26.74,95.74,158,2
1287,16.62,85.62,25,1
1288,27.3,96.3,143,2
1289,12.01,81.01,19,0
1290,11.65,80.65,74,0
1291,20.03,89.03,107,1
1292,14.76,83.76,21,0
1293,22.23,91.23,99,1
1294,22.67,91.67,113,1
1295,19.2,88.2,100,1
1296,22.8,91.8,126,1
1297,14.12,83.12,48,0
1298,18.61,87.61,42,1
1299,18.01,87.01,73,1
1300,16.92,85.92,55,1
1301,12.18,81.18,36,0
1302,24.49,93.49,146,2
1303,27.0,96.0,184,2
1304,21.18,90.18,108,1
1305,10.0,79.0,0,0
1306,19.12,88.12,92,1
1307,11.83,80.83,1,0
1308,11.22,80.22,31,0
1309,21.24,90.24,114,1
1310,22.74,91.74,120,1
1311,14.0,83.0,36,0
1312,15.49,84.49,3,1
1313,20.35,89.35,101,1
1314,29.0,98.0,171,2
1315,12.99,81.99,26,0
1316,10.04,79.04,4,0
1317,28.51,97.51,193,2
1318,23.21,92.21,160,2
1319,20.45,89.45,111,1
1320,11.71,80.71,80,0
1321,24.16,93.16,184,2
1322,11.42,80.42,51,0
1323,12.2,81.2,38,0
1324,22.26,91.26,102,1
1325,27.16,96.16,200,2
1326,23.72,92.72,140,2
1327,25.22,94.22,148,2
1328,19.29,88.29,109,1
1329,15.1,84.1,55,1
1330,25.49,94.49,175,2
1331,17.95,86.95,67,1
1332,25.05,94.05,131,2
1333,24.46,93.46,143,2
1334,16.12,85.12,66,1
1335,28.93,97.93,164,2
1336,10.71,79.71,71,0
1337,15.59,84.59,13,1
1338,24.93,93.93,190,2
1339,27.94,96.94,136,2
1340,28.01,97.01,143,2
1341,13.9,82.9,26,0
1342,20.54,89.54,120,1
1343,16.42,85.42,5,1
1344,20.69,89.69,97,1
1345,17.81,86.81,53,1
1346,17.23,86.23,86,1
1347,21.88,90.88,102,1
1348,16.89,85.89,52,1
1349,28.89,97.89,160,2
1350,27.79,96.79,192,2
1351,25.65,94.65,191,2
1352,19.93,88.93,97,1
1353,19.03,88.03,84,1
1354,10.37,79.37,37,0
1355,28.04,97.04,146,2
1356,12.09,81.09,27,0
1357,12.47,81.47,65,0
1358,20.39,89.39,105,1
1359,26.42,95.42,197,2
1360,29.23,98.23,194,2
1361,19.16,88.16,96,1
1362,20.53,89.53,119,1
1363,29.01,98.01,172,2
1364,20.32,89.32,98,1
1365,26.36,95.36,191,2
1366,23.73,92.73,141,2
1367,25.9,94.9,145,2
1368,21.22,90.22,112,1
1369,10.86,79.86,86,0
1370,26.88,95.88,172,2
1371,16.5,85.5,13,1
1372,29.64,98.64,164,2
1373,13.31,82.31,58,0
1374,10.88,79.88,88,0
1375,14.65,83.65,10,0
1376,16.58,85.58,21,1
1377,17.13,86.13,76,1
1378,19.79,88.79,121,1
1379,21.57,90.57,109,1
1380,16.16,85.16,70,1
1381,21.66,90.66,118,1
1382,25.84,94.84,139,2
1383,26.25,95.25,180,2
1384,26.89,95.89,173,2
1385,23.28,92.28,167,2
1386,11.18,80.18,27,0
1387,20.67,89.67,95,1
1388,17.82,86.82,54,1
1389,27.91,96.91,133,2
1390,29.34,98.34,134,2
1391,21.36,90.36,126,1
1392,25.3,94.3,156,2
1393,17.96,86.96,68,1
1394,11.57,80.57,66,0
1395,12.59,81.59,77,0
1396,29.75,98.75,175,2
1397,22.99,91.99,138,2
1398,14.82,83.82,27,0
1399,21.47,90.47,99,1
1400,26.37,95.37,192,2
1401,11.8,80.8,89,0
1402,15.84,84.84,38,1
1403,24.65,93.65,162,2
1404,17.61,86.61,33,1
1405,24.61,93.61,158,2
1406,10.68,79.68,68,0
1407,13.88,82.88,24,0
1408,15.36,84.36,81,1
1409,22.19,91.19,95,1
1410,25.58,94.58,184,2
1411,23.55,92.55,194,2
1412,18.95,87.95,76,1
1413,26.3,95.3,185,2
1414,10.14,79.14,14,0
1415,29.45,98.45,145,2
1416,22.37,91.37,113,1
1417,15.88,84.88,42,1
1418,26.96,95.96,180,2
1419,16.99,85.99,62,1
1420,24.68,93.68,165,2
1421,18.06,87.06,78,1
1422,29.18,98.18,189,2
1423,15.76,84.76,30,1
1424,17.98,86.98,70,1
1425,10.94,79.94,3,0
1426,22.88,91.88,126,1
1427,13.56,82.56,83,0
1428,23.92,92.92,160,2
1429,13.71,82.71,7,0
1430,22.83,91.83,129,1
1431,23.84,92.84,152,2
1432,16.72,85.72,35,1
1433,29.15,98.15,186,2
1434,27.85,96.85,198,2
1435,14.75,83.75,20,0
1436,24.32,93.32,200,2
1437,26.54,95.54,138,2
1438,28.85,97.85,156,2
1439,27.25,96.25,138,2
1440,11.96,80.96,14,0
1441,22.94,91.94,133,2
1442,24.07,93.07,175,2
1443,17.07,86.07,70,1
1444,15.83,84.83,37,1
1445,21.89,90.89,103,1
1446,13.85,82.85,21,0
1447,29.83,98.83,183,2
1448,11.85,80.85,3,0
1449,23.88,92.88,156,2
1450,28.5,97.5,192,2
1451,15.39,84.39,84,1
1452,15.7,84.7,24,1
1453,16.03,85.03,57,1
1454,13.04,82.04,31,0
1455,23.6,92.6,199,2
1456,21.13,90.13,103,1
1457,12.96,81.96,23,0
1458,28.53,97.53,195,2
1459,22.68,91.68,114,1
1460,24.75,93.75,172,2
1461,21.73,90.73,125,1
1462,11.5,80.5,59,0
1463,14.15,83.15,51,0
1464,14.37,83.37,73,0
1465,18.09,87.09,81,1
1466,14.63,83.63,8,0
1467,27.42,96.42,155,2
1468,11.17,80.17,26,0
1469,15.57,84.57,11,1
1470,13.78,82.78,14,0
1471,26.91,95.91,175,2
1472,21.42,90.42,94,1
1473,14.93,83.93,38,0
1474,29.81,98.81,181,2
1475,23.01,92.01,140,2
1476,10.47,79.47,47,0
1477,21.29,90.29,119,1
1478,28.72,97.72,143,2
1479,15.11,84.11,56,1
1480,13.33,82.33,60,0
1481,29.76,98.76,176,2
1482,26.11,95.11,166,2
1483,24.09,93.09,177,2
1484,13.44,82.44,71,0
1485,27.44,96.44,157,2
1486,12.84,81.84,11,0
1487,22.2,91.2,96,1
1488,11.86,80.86,4,0
1489,13.97,82.97,33,0
1490,14.39,83.39,75,0
1491,29.32,98.32,132,2
1492,11.2,80.2,29,0
1493,28.96,97.96,167,2
1494,18.46,87.46,27,1
1495,14.3,83.3,66,0
1496,18.35,87.35,16,1
1497,28.88,97.88,159,2
1498,10.84,79.84,84,0
1499,16.26,85.26,80,1
1500,15.73,84.73,27,1
1501,15.85,84.85,39,1
1502,17.57,86.57,29,1
1503,17.3,86.3,2,1
1504,23.14,92.14,153,2
1505,20.64,89.64,92,1
1506,11.14,80.14,23,0
1507,25.08,94.08,134,2
1508,17.0,86.0,63,1
1509,15.63,84.63,17,1
1510,10.41,79.41,41,0
1511,16.36,85.36,90,1
1512,16.85,85.85,48,1
1513,24.14,93.14,182,2
1514,18.91,87.91,72,1
1515,24.29,93.29,197,2
1516,27.53,96.53,166,2
1517,18.38,87.38,19,1
1518,22.1,91.1,124,1
1519,27.88,96.88,130,2
1520,13.53,82.53,80,0
1521,27.21,96.21,134,2
1522,26.68,95.68,152,2
1523,11.82,80.82,0,0
1524,28.57,97.57,199,2
1525,17.28,86.28,0,1
1526,27.27,96.27,140,2
1527,23.2,92.2,159,2
1528,25.75,94.75,130,2
1529,14.74,83.74,19,0
1530,18.41,87.41,22,1
1531,21.06,90.06,96,1
1532,27.5,96.5,163,2
1533,10.89,79.89,89,0
1534,24.26,93.26,194,2
1535,11.72,80.72,81,0
1536,26.67,95.67,151,2
1537,14.04,83.04,40,0
1538,25.24,94.24,150,2
1539,26.09,95.09,164,2
1540,21.32,90.32,122,1
1541,28.33,97.33,175,2
1542,15.54,84.54,8,1
1543,25.4,94.4,166,2
1544,24.37,93.37,134,2
1545,29.14,98.14,185,2
1546,15.37,84.37,82,1
1547,23.99,92.99,167,2
1548,24.55,93.55,152,2
1549,19.89,88.89,93,1
1550,18.89,87.89,70,1
1551,21.93,90.93,107,1
1552,29.25,98.25,196,2
1553,26.52,95.52,136,2
1554,17.74,86.74,46,1
1555,27.51,96.51,164,2
1556,23.13,92.13,152,2
1557,23.71,92.71,139,2
1558,29.73,98.73,173,2
1559,25.72,94.72,198,2
1560,11.4,80.4,49,0
1561,19.44,88.44,124,1
1562,29.47,98.47,147,2
1563,21.52,90.52,104,1
1564,14.7,83.7,15,0
1565,12.77,81.77,4,0
1566,14.49,83.49,85,0
1567,12.68,81.68,86,0
1568,29.72,98.72,172,2
1569,20.52,89.52,118,1
1570,28.8,97.8,151,2
1571,12.81,81.81,8,0
1572,26.92,95.92,176,2
1573,24.34,93.34,131,2
1574,25.0,94.0,197,2
1575,26.0,95.0,155,2
1576,22.55,91.55,101,1
1577,15.05,84.05,50,1
1578,12.23,81.23,41,0
1579,18.25,87.25,6,1
1580,19.52,88.52,94,1
1581,13.61,82.61,88,0
1582,13.82,82.82,18,0
1583,21.3,90.3,120,1
1584,28.86,97.86,157,2
1585,26.02,95.02,157,2
1586,16.83,85.83,46,1
1587,17.36,86.36,8,1
1588,25.82,94.82,137,2
1589,18.83,87.83,64,1
1590,14.06,83.06,42,0
1591,10.06,79.06,6,0
1592,23.47,92.47,186,2
1593,17.09,86.09,72,1
1594,21.85,90.85,99,1
1595,26.79,95.79,163,2
1596,25.95,94.95,150,2
1597,16.02,85.02,56,1
1598,22.16,91.16,92,1
1599,29.39,98.39,139,2
1600,13.49,82.49,76,0
1601,26.7,95.7,154,2
1602,25.36,94.36,162,2
1603,21.28,90.28,118,1
1604,10.09,79.09,9,0
1605,21.09,90.09,99,1
1606,23.51,92.51,190,2
1607,15.8,84.8,34,1
1608,19.88,88.88,92,1
1609,17.55,86.55,27,1
1610,25.92,94.92,147,2
1611,26.16,95.16,171,2
1612,26.77,95.77,161,2
1613,11.35,80.35,44,0
1614,12.7,81.7,88,0
1615,28.74,97.74,145,2
1616,12.29,81.29,47,0
1617,11.11,80.11,20,0
1618,23.29,92.29,168,2
1619,13.75,82.75,11,0
1620,24.02,93.02,170,2
1621,21.87,90.87,101,1
1622,15.9,84.9,44,1
1623,16.7,85.7,33,1
1624,24.36,93.36,133,2
1625,15.47,84.47,1,1
1626,19.01,88.01,82,1
1627,22.72,91.72,118,1
1628,10.13,79.13,13,0
1629,26.39,95.39,194,2
1630,18.22,87.22,3,1
1631,15.78,84.78,32,1
1632,16.81,85.81,44,1
1633,10.79,79.79,79,0
1634,12.91,81.91,18,0
1635,29.42,98.42,142,2
1636,22.75,91.75,121,1
1637,18.6,87.6,41,1
1638,27.66,96.66,179,2
1639,11.37,80.37,46,0
1640,19.11,88.11,91,1
1641,17.7,86.7,42,1
1642,17.35,86.35,7,1
1643,23.75,92.75,143,2
1644,12.21,81.21,39,0
1645,25.2,94.2,146,2
1646,12.6,81.6,78,0
1647,24.48,93.48,145,2
1648,12.53,81.53,71,0
1649,27.28,96.28,141,2
1650,13.87,82.87,23,0
1651,20.84,89.84,112,1
1652,21.59,90.59,111,1
1653,21.04,90.04,94,1
1654,25.5,94.5,176,2
1655,25.48,94.48,174,2
1656,24.05,93.05,173,2
1657,26.73,95.73,157,2
1658,16.53,85.53,16,1
1659,27.59,96.59,172,2
1660,17.04,86.04,67,1
1661,23.64,92.64,132,2
1662,13.54,82.54,81,0
1663,17.03,86.03,66,1
1664,29.43,98.43,143,2
1665,20.42,89.42,108,1
1666,12.19,81.19,37,0
1667,25.98,94.98,153,2
1668,14.14,83.14,50,0
1669,12.87,81.87,14,0
1670,14.94,83.94,39,0
1671,15.16,84.16,61,1
1672,13.12,82.12,39,0
1673,29.46,98.46,146,2
1674,14.24,83.24,60,0
1675,20.34,89.34,100,1
1676,25.7,94.7,196,2
1677,18.29,87.29,10,1
1678,18.28,87.28,9,1
1679,26.95,95.95,179,2
1680,21.45,90.45,97,1
1681,13.79,82.79,15,0
1682,28.35,97.35,177,2
1683,13.23,82.23,50,0
1684,18.4,87.4,21,1
1685,27.07,96.07,191,2
1686,10.27,79.27,27,0
1687,20.5,89.5,116,1
1688,22.35,91.35,111,1
1689,20.55,89.55,121,1
1690,11.08,80.08,17,0
1691,13.93,82.93,29,0
1692,12.89,81.89,16,0
1693,18.77,87.77,58,1
1694,11.43,80.43,52,0
1695,27.74,96.74,187,2
1696,16.94,85.94,57,1
1697,15.06,84.06,51,1
1698,19.1,88.1,91,1
1699,24.87,93.87,184,2
1700,14.56,83.56,1,0
1701,15.35,84.35,80,1
1702,12.75,81.75,2,0
1703,21.21,90.21,111,1
1704,25.29,94.29,155,2
1705,22.81,91.81,127,1
1706,20.49,89.49,115,1
1707,11.63,80.63,72,0
1708,21.6,90.6,112,1
1709,21.2,90.2,110,1
1710,27.45,96.45,158,2
1711,16.32,85.32,86,1
1712,13.86,82.86,22,0
1713,14.46,83.46,82,0
1714,28.55,97.55,197,2
1715,20.18,89.18,122,1
1716,23.16,92.16,155,2
1717,15.3,84.3,75,1
1718,16.31,85.31,85,1
1719,27.61,96.61,174,2
1720,11.99,80.99,17,0
1721,19.39,88.39,119,1
1722,28.38,97.38,180,2
1723,27.71,96.71,184,2
1724,18.18,87.18,90,1
1725,24.11,93.11,179,2
1726,16.46,85.46,9,1
1727,15.98,84.98,52,1
1728,22.57,91.57,103,1
1729,20.78,89.78,106,1
1730,24.95,93.95,192,2
1731,27.48,96.48,161,2
1732,19.95,88.95,99,1
1733,29.26,98.26,197,2
1734,22.51,91.51,127,1
1735,18.84,87.84,65,1
1736,12.71,81.71,89,0
1737,20.85,89.85,113,1
1738,29.8,98.8,180,2
1739,28.46,97.46,188,2
1740,11.53,80.53,62,0
1741,13.57,82.57,84,0
1742,27.35,96.35,148,2
1743,21.83,90.83,97,1
1744,16.4,85.4,3,1
1745,17.49,86.49,21,1
1746,21.95,90.95,109,1
1747,16.52,85.52,15,1
1748,29.69,98.69,169,2
1749,16.17,85.17,71,1
1750,25.62,94.62,188,2
1751,22.03,91.03,117,1
1752,13.15,82.15,42,0
1753,25.45,94.45,171,2
1754,27.04,96.04,188,2
1755,15.23,84.23,68,1
1756,23.22,92.22,161,2
1757,26.1,95.1,165,2
1758,20.51,89.51,117,1
1759,27.54,96.54,167,2
1760,17.2,86.2,83,1
1761,27.89,96.89,131,2
1762,10.97,79.97,6,0
1763,28.34,97.34,176,2
1764,15.91,84.91,45,1
1765,19.55,88.55,97,1
1766,13.69,82.69,5,0
1767,29.44,98.44,144,2
1768,29.66,98.66,166,2
1769,19.48,88.48,128,1
1770,12.66,81.66,84,0
1771,21.08,90.08,98,1
1772,13.18,82.18,45,0
1773,13.84,82.84,20,0
1774,18.45,87.45,26,1
1775,20.36,89.36,102,1
1776,26.59,95.59,143,2
1777,21.62,90.62,114,1
1778,13.7,82.7,6,0
1779,29.85,98.85,185,2
1780,15.2,84.2,65,1
1781,25.93,94.93,148,2
1782,23.95,92.95,163,2
1783,21.43,90.43,95,1
1784,23.25,92.25,164,2
1785,27.37,96.37,150,2
1786,18.49,87.49,30,1
1787,19.58,88.58,100,1
1788,14.72,83.72,17,0
1789,25.11,94.11,137,2
1790,23.91,92.91,159,2
1791,10.61,79.61,61,0
1792,17.54,86.54,26,1
1793,20.86,89.86,114,1
1794,22.47,91.47,123,1
1795,26.07,95.07,162,2
1796,17.69,86.69,41,1
1797,15.33,84.33,78,1
1798,28.98,97.98,169,2
1799,12.0,81.0,18,0
1800,17.18,86.18,81,1
1801,29.38,98.38,138,2
1802,26.71,95.71,155,2
1803,11.3,80.3,39,0
1804,13.5,82.5,77,0
1805,26.53,95.53,137,2
1806,26.5,95.5,134,2
1807,28.16,97.16,158,2
1808,25.02,94.02,199,2
1809,27.18,96.18,131,2
1810,23.34,92.34,173,2
1811,16.61,85.61,24,1
1812,17.78,86.78,50,1
1813,12.5,81.5,68,0
1814,14.38,83.38,74,0
1815,25.64,94.64,190,2
1816,25.54,94.54,180,2
1817,26.6,95.6,144,2
1818,19.86,88.86,128,1
1819,22.79,91.79,125,1
1820,11.06,80.06,15,0
1821,26.23,95.23,178,2
1822,18.73,87.73,54,1
1823,29.07,98.07,178,2
1824,20.6,89.6,126,1
1825,20.96,89.96,124,1
1826,12.07,81.07,25,0
1827,20.16,89.16,120,1
1828,13.77,82.77,13,0
1829,12.37,81.37,55,0
1830,16.64,85.64,27,1
1831,28.59,97.59,130,2
1832,13.05,82.05,32,0
1833,29.98,98.98,198,2
1834,18.15,87.15,87,1
1835,21.46,90.46,98,1
1836,18.82,87.82,63,1
1837,18.36,87.36,17,1
1838,20.13,89.13,117,1
1839,26.58,95.58,142,2
1840,28.56,97.56,198,2
1841,18.9,87.9,71,1
1842,10.98,79.98,7,0
1843,24.89,93.89,186,2
1844,27.75,96.75,188,2
1845,15.22,84.22,67,1
1846,29.95,98.95,195,2
1847,23.43,92.43,182,2
1848,10.17,79.17,17,0
1849,14.95,83.95,40,0
1850,15.53,84.53,7,1
1851,16.45,85.45,8,1
1852,11.76,80.76,85,0
1853,12.27,81.27,45,0
1854,24.44,93.44,141,2
1855,24.04,93.04,172,2
1856,15.62,84.62,16,1
1857,18.96,87.96,77,1
1858,10.51,79.51,51,0
1859,15.75,84.75,29,1
1860,22.4,91.4,116,1
1861,24.73,93.73,170,2
1862,25.12,94.12,138,2
1863,12.94,81.94,21,0
1864,17.47,86.47,19,1
1865,24.54,93.54,151,2
1866,23.98,92.98,166,2
1867,17.01,86.01,64,1
1868,16.6,85.6,23,1
1869,28.94,97.94,165,2
1870,16.67,85.67,30,1
1871,20.27,89.27,93,1
1872,23.17,92.17,156,2
1873,10.7,79.7,70,0
1874,27.19,96.19,132,2
1875,13.3,82.3,57,0
1876,14.57,83.57,2,0
1877,11.56,80.56,65,0
1878,10.74,79.74,74,0
1879,17.93,86.93,65,1
1880,11.27,80.27,36,0
1881,17.22,86.22,85,1
1882,10.43,79.43,43,0
1883,15.46,84.46,0,1
1884,27.15,96.15,199,2
1885,20.81,89.81,109,1
1886,16.49,85.49,12,1
1887,14.54,83.54,90,0
1888,19.28,88.28,108,1
1889,14.52,83.52,88,0
1890,28.0,97.0,142,2
1891,25.6,94.6,186,2
1892,10.25,79.25,25,0
1893,23.12,92.12,151,2
1894,16.41,85.41,4,1
1895,16.37,85.37,0,1
1896,24.31,93.31,199,2
1897,22.93,91.93,132,2
1898,15.28,84.28,73,1
1899,13.17,82.17,44,0
1900,19.08,88.08,89,1
1901,20.26,89.26,92,1
1902,28.31,97.31,173,2
1903,19.92,88.92,96,1
1904,13.51,82.51,78,0
1905,11.58,80.58,67,0
1906,21.14,90.14,104,1
1907,10.01,79.01,1,0
1908,22.29,91.29,105,1
1909,18.05,87.05,77,1
1910,27.78,96.78,191,2
1911,10.72,79.72,72,0
1912,12.9,81.9,17,0
1913,18.31,87.31,12,1
1914,21.94,90.94,108,1
1915,10.07,79.07,7,0
1916,14.34,83.34,70,0
1917,14.61,83.61,6,0
1918,14.13,83.13,49,0
1919,13.91,82.91,27,0
1920,24.51,93.51,148,2
1921,14.4,83.4,76,0
1922,12.14,81.14,32,0
1923,20.3,89.3,96,1
1924,28.41,97.41,183,2
1925,12.64,81.64,82,0
1926,24.41,93.41,138,2
1927,19.69,88.69,111,1
1928,20.29,89.29,95,1
